file	project	class	lines	recoveredCounterpart
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10530EscapePodQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	64	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10530EscapePodQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10540HoloTerminalQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10540HoloTerminalQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10541HoloTerminalQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10541HoloTerminalQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests\Q10510LearningToShopQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	38	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests\Q10510LearningToShopQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Spells\EngineerPulseBlastSpellScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	56	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Spells\EngineerPulseBlastSpellScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Spells\MarauderMineExplosionSpellScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Spells\MarauderMineExplosionSpellScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Transport\HousingReturnTeleporterScript.cs	NexusUnleashed.Script.Main	A-AUTHORED	71	
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Transport\TransmatTerminalScript.cs	NexusUnleashed.Script.Main	A-AUTHORED	95	
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Transport\WorldLocationTeleporterEntityScript.cs	NexusUnleashed.Script.Main	C-MODIFIED	207	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Transport\WorldLocationTeleporterEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\AutoCompleteAndAcceptQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	27	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\AutoCompleteAndAcceptQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\BarrierEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	27	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\BarrierEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\CombatHologramEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\CombatHologramEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\DirectionArrowEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	6	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\DirectionArrowEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\FinishLineEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	21	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\FinishLineEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\HoverboardDispenserEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	31	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\HoverboardDispenserEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusDominionQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	7	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusDominionQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusExileQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	7	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusExileQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusSequentialEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	34	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\NavigatingNexusSequentialEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\ObjectiveRingEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	42	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\ObjectiveRingEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\RaceBoosterScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	101	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part1\RaceBoosterScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\DirectionArrowPt2EntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	6	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\DirectionArrowPt2EntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\ExplosiveMineScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	122	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\ExplosiveMineScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\HousingHologramEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	27	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\HousingHologramEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusPt2DominionQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	8	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusPt2DominionQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusPt2ExileQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	8	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusPt2ExileQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusSequentialPt2EntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	29	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\NavigatingNexusSequentialPt2EntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\ObjectiveRingPt2EntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	22	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\ObjectiveRingPt2EntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\TutorialP2EliteExile.cs	NexusUnleashed.Script.Main	C-LINEAGE	46	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\TutorialP2EliteExile.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\TutorialP2TurretScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	166	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script.Part2\TutorialP2TurretScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script\TutorialHostileCreatureVisibilityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	22	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script\TutorialHostileCreatureVisibilityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script\TutorialHostileTurretVisibilityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	22	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial.Script\TutorialHostileTurretVisibilityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\QuestId.cs	NexusUnleashed.Script.Main	C-LINEAGE	10	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\QuestId.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialCommunicatorSequence.cs	NexusUnleashed.Script.Main	C-LINEAGE	36	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialCommunicatorSequence.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialEntity.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialEntity.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialLocations.cs	NexusUnleashed.Script.Main	C-LINEAGE	6	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialLocations.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	24	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialObjectiveData.cs	NexusUnleashed.Script.Main	C-LINEAGE	11	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialObjectiveData.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialObjectiveHelper.cs	NexusUnleashed.Script.Main	C-LINEAGE	10	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialObjectiveHelper.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialSpell.cs	NexusUnleashed.Script.Main	C-LINEAGE	19	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Tutorial\TutorialSpell.cs
NexusUnleashed.Script.Main\Ported\Dungeon_ColdbloodCitadel_Script\HailstoneGatecrasherEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	102	
NexusUnleashed.Script.Main\Ported\Dungeon_ProtogamesAcademy_Script\ExitPanelEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	27	
NexusUnleashed.Script.Main\Ported\Dungeon_ProtogamesAcademy_Script\Room1PortalGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	31	
NexusUnleashed.Script.Main\Ported\Dungeon_RuinsOfKelVoreth_Script\BloodPitCinematicTriggerScript.cs	NexusUnleashed.Script.Main	B-PORTED	40	
NexusUnleashed.Script.Main\Ported\Dungeon_RuinsOfKelVoreth_Script\BloodPitGladiatorEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	82	
NexusUnleashed.Script.Main\Ported\Dungeon_RuinsOfKelVoreth_Script\DrokkMessageTriggerScript.cs	NexusUnleashed.Script.Main	B-PORTED	46	
NexusUnleashed.Script.Main\Ported\Dungeon_RuinsOfKelVoreth_Script\ForgemasterMessageTriggerScript.cs	NexusUnleashed.Script.Main	B-PORTED	46	
NexusUnleashed.Script.Main\Ported\Dungeon_SanctuaryOfTheSwordmaiden_Script\LifeweaverTerraceGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Dungeon_SanctuaryOfTheSwordmaiden_Script\MoldwoodCorruptionGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Dungeon_SanctuaryOfTheSwordmaiden_Script\TheTempleOfTheLifeSpeakerGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Dungeon_Skullcano_Script\ChasmGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Dungeon_Skullcano_Script\FindChiefGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Dungeon_Skullcano_Script\PlatformTriggerGuidEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	31	
NexusUnleashed.Script.Main\Ported\Dungeon_Skullcano_Script\TerraformerGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	30	
NexusUnleashed.Script.Main\Ported\Dungeon_Skullcano_Script\ThunderfootEntiyScript.cs	NexusUnleashed.Script.Main	B-PORTED	101	
NexusUnleashed.Script.Main\Ported\EventInstance_ProtostarsSuperMallInTheSky_Scripts\SpeakToTheProtostarMallGreeterGridTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\EventInstance_ShadesEve_Script\RingTriggerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\AmbushTriggerEntity.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\CaptainHugoRunnerEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	51	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\E754EscortEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	81	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\SearchForCrewmateJoTrigger.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\SearchForCrewmateSyrusTrigger.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\SearchForMissingCrewTrigger.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Expedition_FragmentZero_Script\WaitForCaptainHugoTrigger.cs	NexusUnleashed.Script.Main	B-PORTED	29	
NexusUnleashed.Script.Main\Ported\Expedition_SpaceMadness_Script\ExactChange3.0EntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	94	
NexusUnleashed.Script.Main\Ported\Legacy2\Source_NexusForever_WorldServer_Script\PlugScript.cs	NexusUnleashed.Script.Main	B-PORTED	15	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_BayOfBetrayal\BayOfBetrayalEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	47	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_BayOfBetrayal\BayOfBetrayalIntroEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	80	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_BayOfBetrayal\BayOfBetrayalMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	14	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_BayOfBetrayal\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	10	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_BayOfBetrayal\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	10	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_CrimelordsOfWhitevale\CrimelordsOfWhitevaleEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	121	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_CrimelordsOfWhitevale\CrimelordsOfWhitevaleMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	13	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_CrimelordsOfWhitevale\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	12	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_CrimelordsOfWhitevale\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	12	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_RiotInTheVoid\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	12	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_RiotInTheVoid\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	12	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_RiotInTheVoid\RiotInTheVoidEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	46	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_RiotInTheVoid\RiotInTheVoidIntroEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	109	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_RiotInTheVoid\RiotInTheVoidMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	14	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheHycrestInsurrection\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	10	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheHycrestInsurrection\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	10	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheHycrestInsurrection\TheHycrestInsurrectionEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	46	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheHycrestInsurrection\TheHycrestInsurrectionIntroEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	80	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheHycrestInsurrection\TheHycrestInsurrectionMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	14	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\MalgraveSupplyEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	33	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	15	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	15	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\TheMalgraveTrailEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	47	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\TheMalgraveTrailExodusEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	148	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheMalgraveTrail\TheMalgraveTrailMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	16	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	16	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	10	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeDominionEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	31	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	103	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeExileEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	31	
NexusUnleashed.Script.Main\Ported\Legacy2b\Adventure_TheSiegeOfTempestRefuge\TheSiegeOfTempestRefugeMapScript.cs	NexusUnleashed.Script.Main	B-PORTED	65	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script\PhineasBasicEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	88	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script\PhineasBasicPlatformEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	24	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script\PhineasWelcomeEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	79	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script\Room1PlatformEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	39	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	185	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaFireTotemEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	38	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaFlameWaveEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	46	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaMoORavelSpellEffectScript.cs	NexusUnleashed.Script.Main	B-PORTED	16	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaSummonFirewavesRavelSpellEffect.cs	NexusUnleashed.Script.Main	B-PORTED	16	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_ProtogamesAcademy_Script_Gromka\GromkaSummonTotemsRavelSpellEffect.cs	NexusUnleashed.Script.Main	B-PORTED	16	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Event\CommunicatorMessage.cs	NexusUnleashed.Script.Main	B-PORTED	28	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Event\PublicEventCreature.cs	NexusUnleashed.Script.Main	B-PORTED	6	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Event\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	31	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Event\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	11	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Event\StormtalonsLairEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	667	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Script_Invoker\StaticWispEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	84	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Script_More\AethrosVeteranEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	21	
NexusUnleashed.Script.Main\Ported\Legacy2b\Dungeon_StormtalonsLair_Script_More\BladeWindTheInvokerVeteranEntityScript.cs	NexusUnleashed.Script.Main	B-PORTED	21	
NexusUnleashed.Script.Main\Ported\Legacy2b\EventBaseContentMapScriptWithSideEvents.cs	NexusUnleashed.Script.Main	B-PORTED	30	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\CommunicatorMessage.cs	NexusUnleashed.Script.Main	B-PORTED	6	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\PublicEventCreature.cs	NexusUnleashed.Script.Main	B-PORTED	12	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	21	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	9	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\RageLogicEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	53	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\RageLogicStartingEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	100	
NexusUnleashed.Script.Main\Ported\Legacy2b\Expedition_RageLogic_Event\RageLogicVehicleChoiceEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	39	
NexusUnleashed.Script.Main\Ported\Legacy2b\Raid_RedMoonTerror_FortyMan\PublicEventObjective.cs	NexusUnleashed.Script.Main	B-PORTED	9	
NexusUnleashed.Script.Main\Ported\Legacy2b\Raid_RedMoonTerror_FortyMan\PublicEventPhase.cs	NexusUnleashed.Script.Main	B-PORTED	7	
NexusUnleashed.Script.Main\Ported\Legacy2b\Raid_RedMoonTerror_FortyMan\RedMoonTerror40ManEventScript.cs	NexusUnleashed.Script.Main	B-PORTED	146	
